"rID","GID_0","COUNTRY","GID_1","NAME_1","Year","incid...7","incid...8","incid...9","incid...10","incid...11","incid...12","incid...13","incid...14","incid...15","incid...16","incid...17","incid...18","incid...19","incid...20","incid...21","incid...22","incid...23","incid...24","incid...25","incid...26","incid...27","incid...28","incid...29","incid...30","incid...31","incid...32","incid...33","incid...34","incid...35","incid...36","incid...37","incid...38","incid...39","incid...40","incid...41","incid...42","incid...43","incid...44","incid...45","incid...46","incid...47","incid...48","incid...49","incid...50","incid...51","incid...52","incid...53","incid...54","incid...55","incid...56","incid...57","incid...58","incid...59","incid...60","incid...61","incid...62","incid...63","incid...64","incid...65","incid...66","incid...67","incid...68","incid...69","incid...70","incid...71","incid...72","incid...73","incid...74","incid...75","incid...76","incid...77","incid...78","incid...79","incid...80","incid...81","incid...82","incid...83","incid...84","incid...85","incid...86","incid...87","incid...88","incid...89","incid...90","incid...91","incid...92","incid...93","incid...94","incid...95","incid...96","incid...97","incid...98","incid...99","incid...100","incid...101","incid...102","incid...103","incid...104","incid...105","incid...106"
45,"NER","Niger","NER.8_1","Zinder",3,30303.0431110758,40175.3304196021,32433.6345765386,46399.5440499046,39456.8330412066,38986.4710096787,41575.0622970152,33019.4252824539,34213.2663804911,40201.4758331164,39750.6041947182,30159.0841122215,34947.5219873472,36762.5341349068,33713.8254844827,29181.3594428905,34451.3353252271,39896.9330935549,41361.8323465868,31095.9883382904,46741.1425554902,52111.547815973,33696.2272636792,35028.035374335,36451.2179848623,31982.5134738615,32541.4784486166,27685.288633018,34062.3016985638,30435.0138326115,38124.2775992889,39092.956130095,33014.5215161273,35089.7584193339,28095.4656075493,35261.5338948548,27463.1080243343,35274.6247955787,38096.8983971839,35254.8420672382,37616.2291245037,44430.4170362071,30729.6160546581,38427.2471494794,36673.9859850649,36294.5918956248,21347.6844624581,34305.4971215097,47054.908870071,37100.0480725829,40073.9597661132,34408.1095189295,42738.676715543,43958.954910327,35077.3486194326,45157.4501226136,41276.0793481943,27084.0316182255,29862.331013754,42102.2343455575,36673.0828146495,38361.8321780228,44759.445808117,41610.9090872285,31175.9793052511,36766.9441677028,32194.9212583016,38463.3943738031,39445.5754088795,37263.5726636657,36344.2853940571,35516.3206317086,29859.0058431042,35936.2107934014,29828.6248785526,39416.7869364345,34739.3168057012,37074.8461504516,43087.8199299367,29037.7126604711,35340.1872414253,38810.9947577897,38200.3951422476,30807.7691077472,35006.8873628728,34152.0625130462,32517.0641881849,36807.0786032839,36716.4090453326,42347.8660789314,40679.9109918608,42761.3243715926,35589.3807911432,36146.8790114288,39284.3512503889,31020.3473855027,33372.3358227478,40091.6596356789,42276.8548673062,33424.9797170532
46,"MLI","Mali","MLI.1_1","Bamako",3,19519.3697537669,19136.4539662418,17834.2318518363,17830.9078599913,21908.8339015093,21356.4410669089,17600.2676315663,17441.0006741372,20230.3478192269,13698.8896533429,18337.1184524406,23215.2816963069,17304.6597583789,17522.1672058874,18091.1455704288,22455.7063570416,16133.8429668886,15715.3972223549,14002.3560973306,20767.4640248049,21670.2554545516,17049.7546240751,19074.9439857661,17922.4302587448,19628.5428367815,19844.7797930513,21543.9584157963,16136.2882876254,19105.3623725175,16793.7320841583,22895.0425613896,17324.5192416916,20708.6791514378,14734.6483579646,23290.9566360136,20283.6585120981,17908.8580824601,16461.4739963725,18828.2607228823,19157.3098502086,17544.7804845906,16566.5325831627,20351.118216559,18868.5483951739,18102.5484450182,17306.5491852445,18879.4101661437,19982.9326033058,15673.9926102437,19057.0621323971,18338.99968627,18092.8098773267,18345.7383297885,17333.9877731563,15177.4782349588,21110.2900467923,16203.5606257194,23953.7297824981,19665.6397487809,18437.9315166751,20995.676027866,15847.0022119822,21208.3361625232,17003.6977308887,16923.7458101949,16483.7635584911,20445.1188455928,21472.7243161806,17400.4617709192,16916.3954362725,18235.0238325809,15520.863490372,19868.0616641802,19235.5798432181,18055.6862552336,17192.0153233011,16493.3768823971,14769.0850392644,17171.6009924765,17939.8063254056,20825.3727826035,19522.1112492528,17161.7777746829,18061.4628158122,19665.6218684295,19044.9727943989,18690.0757390723,17705.1009957988,18473.7029390705,18555.3276715302,21088.8556211034,17962.4136664342,13113.333278395,15999.6959645754,21223.1679164872,14930.4617257212,15908.6987599895,20322.6021508776,17782.2697069575,17477.9876956019
47,"MLI","Mali","MLI.2_1","Gao",3,5365.58747478844,5190.40785430847,5183.551945351,5791.53919967977,4505.43035985908,4406.5901761579,4261.79139234961,4118.22025404108,5277.98937431617,4558.58320310068,6780.20951264631,4574.84913735224,4684.98035951999,4735.71373998723,4435.81047531844,5522.14743527062,5440.72055958786,5321.07882891978,4374.57762695224,7083.99248720745,4314.97575571112,5133.49400251137,4796.24304051861,4996.44313598548,4582.9353912607,5088.93673861928,4630.57193638992,4384.77962954045,5091.14291348332,4951.44563624341,5187.63653253615,4138.60984499054,6740.19485031427,4376.91266790194,5036.61120433139,3995.60968411118,4175.10392935841,6362.47142459386,3861.30195788536,5577.51848406632,3594.42549798643,3717.71382392331,5422.96294541867,5196.46454962911,4851.69434324029,5104.8115678049,6227.5778713994,6225.86195082307,5300.90410258197,5846.27859836496,5316.91568209384,7249.48295711355,5965.411630711,5192.39972680032,4849.50205262808,4442.72982365327,5048.02646584025,6259.28865504684,5844.48584042061,6847.59385622505,5279.54674416466,4653.32657768325,6467.81320589252,5687.52983399983,5219.35123584108,4405.51706170579,4506.00649210871,5666.21930578095,5208.4295372502,4828.85235594705,4901.93972103231,4729.45773593958,4523.09462911107,5505.76448521752,6055.73896066734,4590.08273220889,4420.74664917744,4872.07396750176,5292.37193658546,6112.66764654475,4774.03714378142,4399.6260806155,5168.82386246947,5495.79373685423,6406.2210316749,5964.31402864283,4592.57250294887,4415.2765496261,4982.93847073165,5567.42352481864,4724.34785667075,5782.32428171927,5211.79103921125,4950.45970348723,5465.03980848949,4107.30711249445,5172.25943254179,5833.22800337438,6151.49703481199,4682.36303233578
48,"MLI","Mali","MLI.3_1","Kayes",3,15755.0114738681,16442.4355161388,17526.1762329144,13916.6565534724,18847.0663347661,16286.527892513,19946.1673929368,18587.1540064012,18361.6396588152,20511.9609769726,17720.5553067206,15407.4659298538,17152.9157205042,20192.4166423903,18289.5162321997,17660.6620010583,16813.8420049874,18978.2534931095,15748.1316894322,16930.9093424328,21477.5080779423,11862.0430286548,21254.3874682474,14034.4067709553,17771.5472493848,14188.251832683,13887.971820269,17101.6735444994,18696.9065652568,19191.2231805708,18972.0536062,21518.5862327617,15624.8680467787,17698.6853306874,20748.9285713175,14949.6723788862,18448.531359308,23360.2879023806,22654.5983175082,12874.2658789848,17736.4890213864,15934.9222253653,18872.1922800994,17493.1013406294,18686.4511096105,16159.4098736092,16711.0996605162,21869.7552920253,17274.860394424,10599.4548973006,20295.798805377,16317.1612983534,15994.6507093261,13316.5352413625,17359.5429163196,19171.1022348012,14867.5119513018,14697.6218373899,15927.0623032155,16919.2411280404,14075.7805149163,15791.0396112112,16024.9888410981,20392.4284904025,15416.7210553441,20707.6329743907,17550.8321073359,16723.0543094025,18909.2030328877,16588.9186100662,18503.5711203554,20336.1056455127,17875.8229018173,17091.8836698329,16489.3294094569,20456.3036429952,16249.1185718904,14076.4583875278,14372.7327223973,17538.6021504105,16772.0228001075,18919.5800370685,18599.1258422957,18829.3442062145,17152.8354283493,14701.108102938,20801.9720000036,17916.6738638512,22947.1211025899,19323.8984096612,17271.9362276482,17015.0991610226,17726.6907204213,20437.8997744082,14288.0433199117,19672.0767476003,19267.753779035,16859.4533636884,17282.3913614138,14221.7784551476
49,"MLI","Mali","MLI.4_1","Kidal",3,801.304732883435,496.323426616736,534.44943885782,611.393415196945,693.048397165132,739.61926438928,730.514865469318,674.718886915929,867.692886206544,590.807634720899,549.96195342478,821.551975691964,676.751225140889,885.614773234208,522.19826734928,987.961525795084,791.210759059557,745.255067048847,867.390762490069,700.565820323326,704.649671538355,813.364801505969,766.529640890725,634.685979301651,675.508415340273,817.582514368091,768.314385542198,788.761217184088,776.195892231156,729.140072956217,670.561826494832,997.739906583188,808.978220335558,823.815843238194,595.021155674962,823.516556415992,692.989415091092,698.77332805433,692.109222214191,672.242085108045,898.623306013654,609.73339524856,913.818984475137,526.823991095957,498.019534165944,607.427341971888,645.368704728667,667.618311256388,804.853274760106,671.080251899612,840.275756194907,855.620311969249,603.051508483666,749.612924004244,789.886800736934,775.414859031554,957.09754062588,992.556876907006,651.756481407816,648.763308875732,924.379027241392,679.105753897999,624.316215499883,707.892112388598,573.28140377331,558.349080417346,533.205000724103,785.463413242207,689.913196114696,723.161666727894,543.728631580225,714.317244758316,552.315171848028,660.536696511635,884.325957544784,639.23723334124,620.249426603066,708.280618199206,682.823000126429,746.277106861808,824.621228378404,670.663313756628,674.453329771234,684.218340712191,714.516833538741,883.432548063917,705.196657272766,720.38671645897,825.585144994991,896.280924698692,852.86669317244,759.864668602886,896.524838857778,846.050599139271,820.380359260443,521.067276000444,774.293363306523,604.586681473469,694.283127065445,523.732568927232
50,"MLI","Mali","MLI.5_1","Koulikoro",3,41634.7387685033,42053.9529855447,36857.7572226841,34704.0780242472,38058.6309911893,33668.7870249353,37741.7946858772,33094.058660884,32563.5822277683,35754.3423274718,38171.5764847943,33844.2768776593,34003.1517672642,31652.137922239,35153.0018239251,41722.8732756911,33773.3758532417,32634.5959274949,26648.5416318928,39383.2498125826,33515.3163096476,28655.6621483949,35131.0845457436,33505.2830697653,31227.1207611423,30478.4535319086,33763.5791497025,40537.0316797623,37218.3057315791,31793.2016544072,33729.2939317706,30359.7618411941,42338.6541248857,32485.1508883522,32119.0284816229,38646.9772398489,32826.9401934584,33279.8019127091,31351.1819025828,33903.4121420921,41290.9719072999,35545.5077749073,37599.4683781156,32098.9224664363,35484.7093211684,27860.0387450623,37671.9677911477,38139.8577133668,34779.4220396044,38187.0715362396,44751.1172689242,35440.0981979417,38902.3791931742,34378.1660141078,38968.4330887672,30153.7393779839,40959.23750202,37222.4726258431,32537.9225966053,34139.6812649691,38749.3062074305,33067.3582910468,32445.8912349592,26378.8316072912,37970.4795739381,35699.1097392935,35929.5271388144,36960.8854699536,36459.2090341593,27684.0869984204,34108.4514793278,33468.4196876465,36924.5888448871,33716.5120473595,30670.6047849533,24217.1178576756,39343.7165753864,39345.6954769888,33376.3372923931,36493.1543659383,30358.0285951888,39754.1346071234,32446.0318960058,31158.0209084123,43953.6651839243,38837.2509495259,38235.4865686273,38015.7278917507,33883.4263631876,28070.7857702799,33303.2798647825,33236.8306831872,32304.3784226281,31131.1960813387,47081.7838181521,45968.0447250497,30721.9274644703,34324.4957940667,38570.6120408017,23976.9691534659
51,"MLI","Mali","MLI.6_1","Mopti",3,13257.5990714818,18869.9047734062,17240.6974227745,14447.426192478,14799.2736972337,18999.7095361883,11907.2144661351,12374.9209657205,21078.6533849907,15050.3610850302,20583.2788346909,20286.8114353287,15840.8274528653,17443.3238421951,15480.4045460482,17393.9266052017,14279.2086514983,17978.9109983837,18238.8924531899,17836.0528036833,15566.3147172948,15679.659642948,16545.7402199693,14674.6071795023,16210.3627523603,20267.8481655872,17925.3695193536,15282.8545157988,13113.3079063483,17301.8566665923,16173.2233600229,16550.155617073,16181.2146547068,14846.7407929296,19291.8566536631,18303.7812199713,15615.5589606595,16601.956548913,19850.0544250046,20532.5350556379,19382.4126242287,17154.598446581,18294.7868989783,15000.6926978335,12134.3051541778,26489.0163990674,15321.5936791259,15741.2615010911,14330.8306796805,17953.7047789539,22105.3964609866,14585.8118611206,15854.0042363404,18971.7797192947,14226.1217905431,12425.0843663112,15056.7035499343,16407.7389364828,19082.5638397232,12490.5748599448,16542.4902873455,17405.3116298685,15015.6759727722,18588.5266602076,13203.4131289297,18031.0605724052,16706.8978192565,19302.123425129,13397.267073731,15625.8682049606,16293.9955450258,18361.1597289278,15583.7736821271,19456.5164396904,18515.798439869,14687.9944017247,18537.3205789321,14126.7196138555,20211.7769085811,19316.3553322146,17003.2983208958,18158.8853041893,16993.386833454,14766.2641895394,15143.7711183366,16541.1080597378,19003.2603836037,18249.2978657175,19092.3944620789,16319.2568052351,17480.7831810681,13320.5233247936,15082.7671217656,19741.7980872869,15712.0055176864,16521.6644408899,16346.8634588237,20485.7849257961,19968.2562263893,16672.9743325411
52,"MLI","Mali","MLI.7_1","Ségou",3,18700.4606014256,24903.7912436424,20828.7581653578,20914.1921420933,20073.1433758649,17679.9027614299,22771.4833876205,19529.6972829611,22575.2860981026,18403.2317699962,22085.0906336951,22299.8362706888,18629.9106447758,18075.9771322548,22492.2467192224,19457.5595305695,16138.4332124426,19215.0913429031,22810.0390841046,18532.8202487684,18409.4525532292,17944.3559442336,18936.5657433414,25425.0659587682,18897.1065988778,17385.9963036312,19020.2576259274,20042.5794898566,24098.7991457829,20659.0844797282,23153.5281068834,21100.7727800315,21501.6101506562,20381.707302717,21810.6781509516,22008.8749197779,18173.4623877745,17851.5386500185,17511.7636579511,20168.5680607045,14336.1300444216,28916.2071309578,21213.7257672184,18122.5525228099,16280.2445985651,17525.1155470331,19458.0318326013,18149.8319322974,24276.2527015938,19195.5011950263,13446.2352342451,20559.602983813,18112.4852611892,19620.3775773582,21035.7185264836,17480.6099945856,21117.8971750087,14633.503973288,19316.9724725685,18931.6141225006,19974.0509314704,18067.8706249831,20027.4770186854,22743.5606792686,16457.0568394234,20310.1004267158,26458.9308857153,21324.6472169786,22153.6938194456,19938.3874612628,27189.6521721947,21280.8912999655,22267.5724350045,23133.6066253857,20403.4709018827,13321.4333310367,21113.8914552955,20251.025161477,16169.226991558,15215.8006418332,18245.6454466523,17644.0293922059,17427.7789982679,20039.4550206218,19064.5703446108,20952.1434061891,19939.5442147018,18037.3581475302,18595.0646743116,17928.0764081813,16472.7606795308,20813.8180605995,23884.2846246825,19287.1056257208,20335.1086605889,16397.3338922278,14057.6523235017,23778.4111363428,20755.1048750806,18164.0861151624
53,"MLI","Mali","MLI.8_1","Sikasso",3,26478.4623564304,27431.2018648913,27996.3712849413,31258.3907704154,24699.2679073846,25163.1323959288,26976.5453054205,23570.4067894422,22377.1832731455,24428.9405923387,28909.3141591914,29100.7723341078,24283.9982523605,24767.6535722757,28259.7492483352,25747.54305265,28608.5969710305,28909.2216807014,28634.6708890518,28145.515686263,24992.198038169,24285.6414432183,25312.936484089,26538.9878509577,26472.0182873951,26605.617280154,33966.8873204706,22823.2853393644,25276.4336165222,28377.502959867,29020.3551325919,29505.0329563647,20196.0114179347,26343.8936219844,28437.1640243332,30987.2647040385,26245.7222543953,26439.9530136924,24846.477986612,25257.297393412,29353.1336889724,26511.4654477107,25407.6628724474,25944.4591507101,26409.0488080247,31503.5935512654,28605.2503298478,30430.9628027452,23996.560986574,30153.3534283977,23211.4738600206,30890.7087121333,26133.773909504,26198.0832468017,26930.1203914631,23663.0822209661,30294.5905242338,29846.1808596501,28764.8627025435,22289.6460085947,29165.2822753742,26853.4399814685,25572.1292099952,26192.1175868836,19631.3147524111,32325.6775779689,23745.0447688166,29984.3397098853,26742.6787672693,25400.0100662336,28504.9603399492,25206.2792010639,26783.2355747986,23819.0190263943,25680.370267089,25985.9878939252,23507.044097934,22772.2794769664,24884.9368559036,25615.6369788131,26677.0696825878,24150.3651380396,24629.7798845158,25303.5902655563,26211.0693729541,31058.0969801555,27508.2673973894,23554.950320612,30141.6393775802,27807.3345413651,33755.5594531235,30345.4136405296,26468.4092077053,25610.510896312,28694.6665970761,26505.5876761402,24628.7752820289,18787.367183492,28732.8332070473,29615.2195184328
54,"MLI","Mali","MLI.9_1","Timbuktu",3,5164.14219158337,5361.02571804743,7305.5762622074,5785.12396618669,4717.01443380953,6531.81351646138,7323.00617900136,6645.98918693233,5884.20522907781,6952.60300952923,8047.50372189122,5892.51557999597,7760.70959393191,6508.30424453006,5196.98395693018,6733.56473290646,5659.44224497969,4682.69353696347,6731.68424162598,7296.78147019904,6310.10739072903,5230.88478818163,4382.83683953192,6315.40477581182,5730.59001703514,7256.82401038043,5812.24182632691,5766.63987569363,4950.8180762826,6055.67974248499,6071.5940905024,5218.13830524233,4858.94184781415,4700.27945152567,4269.9684699493,7478.45289940283,5908.69795527048,7753.50868701932,6883.77595209013,5860.21851703282,5530.53833752468,7518.96497003203,6491.03056316007,4880.38680463427,5256.2885564458,7205.16298140932,5390.92226153975,6634.75203362581,6202.18725233148,5696.10250377551,6726.78758987094,6964.4453140873,5522.08841603706,5326.2527707729,7242.05739990926,5872.6265422775,6309.81918796624,7496.68632582445,6242.73866098643,7553.14042457252,5183.85254574832,6604.84520872544,6444.69592011364,6444.13748464894,6216.50542761509,6318.41030368568,6089.20872887023,7697.18605052013,5953.5833540129,6234.93559029657,6260.33278454323,7002.41677989613,5701.26078175563,6897.24865586638,6789.56272748163,5370.27321140942,5403.92425409258,6189.97150556365,5899.76572655251,5750.98288714219,6478.5456913496,5871.81468283053,7072.21342353964,6002.67817118298,6745.92117262923,7611.71498136703,6358.96094137398,5789.6253936532,5244.44017057223,7015.78718024111,6077.72864046824,5336.2520555644,4524.42771044252,5492.91906787932,5932.32240759029,7037.75158828914,6417.65989417585,7538.80293538766,5527.52626353385,6032.65210931227
55,"BEN","Benin","BEN.1_1","Alibori",2,6631.90944663117,9551.66869281916,8811.66210873287,7811.18288642108,6682.38373397517,8815.74992704085,7380.55803081289,7997.09890022192,6491.67074235257,5813.58961283565,7428.05995836676,6669.05377737196,9109.16095395534,6910.41787398357,6812.24602936316,7043.47084931599,7081.98547486939,6444.64964701938,8302.31283937783,6568.12043238372,6305.66005919479,7321.02510489826,4691.01912655082,6247.28036406034,6510.4666578852,6182.5784499732,6799.37610435524,7193.15533173674,6198.53421325189,6743.07631182545,7689.68858380322,7150.20842466687,6489.22018054951,6485.24464567451,6321.62270271742,6658.84280112482,7179.39416520674,7301.42157717722,7946.7690330468,7277.04675936654,7788.38149481025,7039.67739004505,7138.52324145446,7471.56487376435,6508.91566736961,7176.83412967428,7275.1012755363,7005.98395013222,7592.86372090435,8602.28233802174,7879.96929690426,6082.85973752877,6766.49562111684,6498.77084467315,7662.63517866695,7556.8728455083,6934.28091658659,6688.15333759168,6715.91713561339,6931.65427626271,6481.3733389454,7009.576038771,7420.8579692363,7199.589007745,7609.83839386564,7532.97176342818,7561.40128387291,6556.31272576206,7156.74877804016,7454.93637939204,7679.1570154633,6319.04445754893,7007.94263964221,8383.13227584967,8458.74260532037,8038.31578574987,6227.0498406783,7236.87514045659,7261.07573735279,7531.9379256129,8800.14939690515,7830.90733425435,5536.69060286661,7157.28748841322,5364.5871010041,8950.25755436241,7625.83068587586,7355.19151376436,6625.87447977881,7906.9158147224,8469.19668676251,9107.35836298349,5998.31828523637,8012.22391216654,9006.23778981288,6780.89141851973,7244.03669372082,7522.28464355198,6469.18773887917,5368.3018146891
